temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
348,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Saber se o segurado especial tem direito à prorrogação do período de graça por desemprego involuntário, prevista no art. 15, §2º, da lei nº 8.213/91.",,PEDILEF 0504229-18.2022.4.05.8400/RN,14/12/2023,Juiz Federal Neian Milhomem Cruz,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-348.pdf
349,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o recolhimento de contribuição em valor inferior ao mínimo mensal da categoria, impede o reconhecimento da qualidade de segurado do RGPS, após o advento da EC 103/2019, que acrescentou o § 14 ao art. 195 da CF/88, bem como em face das disposições do Decreto nº 10.410/2020.","O recolhimento de contribuição previdenciária em valor inferior ao mínimo mensal da categoria, à míngua de previsão legal, não impede o reconhecimento da qualidade de segurado obrigatório, inclusive após o advento da EC 103/2019, que acrescentou o § 14 ao art. 195 da CF/88.",PEDILEF 0504017-94.2022.4.05.8400/RN,14/12/2023,Juiz Federal Neian Milhomem Cruz,16/10/2024,16/10/2024 04/12/2024 (ED),RE interposto,outputs\runs\run-20260614T135519671765Z\data\themes\tema-349.pdf
350,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se os segurados que percebiam auxílio-acidente antes da vigência da lei 13.846/2019 devem manter a qualidade de segurado por 12 meses, a partir de 18/06/2019.","O segurado em gozo de auxílio-acidente, ou que tenha a data da consolidação das lesões até 17 de junho de 2019, mantém a qualidade de segurado por 12 (doze) meses a partir da vigência da Lei 13.846/2019, observadas as possibilidades de prorrogação previstas nos §§ 1º e 2º do art. 15 da Lei 8.213/91.",PEDILEF 5006764-40.2021.4.04.7013/PR,14/12/2023,Juiz Federal Fábio Cordeiro de Lima - Para acórdão: Juiz Federal Paulo Roberto Parca de Pinho - Juiz Federal Nagibe de Melo Jorge Neto (relator da tese),12/02/2025,17/02/2025,27/03/2025,outputs\runs\run-20260614T135519671765Z\data\themes\tema-350.pdf
351,Julgado,DIREITO ADMINISTRATIVO,"Saber se é possível a responsabilidade civil da CEF por danos morais e materiais em caso de vícios construtivos em imóveis, mesmo no âmbito de programas habitacionais em que não haja atribuição de encargos aos beneficiários.","A inexistência de encargos financeiros dos beneficiários de programa habitacional não afasta a responsabilidade da CEF, por danos morais e materiais em caso de vícios construtivos em imóveis, devendo ser apurada a conduta da empresa pública em cada caso concreto, considerando a responsabilidade estatal na execução de políticas públicas habitacionais.",PEDILEF 5000870-93.2021.4.02.5120/RJ,14/12/2023,Juiz Federal Paulo Roberto Parca de Pinho,07/08/2024,08/08/2024 17/10/2024 (ED),25/11/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-351.pdf
352,Em Julgamento - PEDILEF 1054560-45.2021.4.01.3500/GO;  Desafetado - PEDILEF 0001155-34.2022.4.05.8102/CE,DIREITO ADMINISTRATIVO,"Saber se as instituições financeiras respondem civilmente pelas transações alegadamente indevidas, efetuadas via Pix, com participação do cliente/consumidor.",,PEDILEF 1054560-45.2021.4.01.3500/GO PEDILEF 0001155-34.2022.4.05.8102/CE,07/02/2024,Juíza Federal Lilian Oliveira da Costa Tourinho,12/03/2025 (Desafetação - PEDILEF 0001155-34.2022.4.05.8102/CE),,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-352.pdf
353,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Definir se, para o cálculo da aposentadoria por idade, no interregno entre a EC nº 103/2019 e a Lei nº 14.331/2022, é possível, com base no art. 26, §6º, da EC nº 103/2019, apurar o salário-de-benefício com apenas uma única contribuição no período básico de cálculo, sem divisor mínimo.",,PEDILEF 1018409-10.2021.4.01.3200/AM,07/02/2024,Juiz Federal Odilon Romano Neto,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-353.pdf
354,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se é possível o reconhecimento do tempo especial por categoria profissional, sem laudo técnico até 28/04/1995, a atividade exercida em tecelagens (indústria têxtil), consubstanciada no Parecer nº 085/78 - MT/SSMT.","À míngua da existência do Parecer MT-SSMT nº 085/78, impossível o enquadramento especial da atividade de trabalhador em indústria têxtil exercida até edição da lei 9.032/95, por analogia, em relação aos códigos 2.5.1 do Decreto 53.831/64 e 1.2.11 do Decreto 83.080/79, com esteio tão somente nesse fictício parecer.",PEDILEF 5002079-59.2018.4.02.5102/RJ,07/02/2024,Juíza Federal Paula Emília Moura Aragão de Sousa Brasil,26/06/2024,02/07/2024,28/11/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-354.pdf
355,Julgado,DIREITO PREVIDENCIÁRIO,"Revisão da Tese firmada no Tema 66 da TNU: “O tempo de seminarista em congregação religiosa se aproveita para fins previdenciários, desde que atendidos os mesmos pressupostos exigidos do aluno aprendiz de escola pública profissionalizante.”",O seminarista em congregação religiosa não se equipara ao aluno aprendiz para fins previdenciários.,PEDILEF 5007869-10.2020.4.04.7200/SC,07/02/2024,Juiz Federal João Carlos Cabrelon de Oliveira,12/02/2025,14/02/2025,ED opostos,outputs\runs\run-20260614T135519671765Z\data\themes\tema-355.pdf
356,Julgado,DIREITO ADMINISTRATIVO,"""Definir o termo inicial da prescrição qüinqüenal para ajuizamento de demanda em que se postula o benefício de seguro-desemprego.""",O termo inicial da prescrição qüinqüenal para ajuizamento de demanda em que se postula o benefício de seguro-desemprego é a data da ciência do indeferimento administrativo.,PEDILEF 1031854-41.2021.4.01.3800/MG PEDILEF 1004829-11.2021.4.01.3814/MG,13/03/2024 13/03/2024,Juiz Federal Leonardo Augusto de Almeida Aguiar - Relator para acórdão: Juiz Federal Neian Milhomem Cruz,26/06/2024,01/07/2024 01/07/2024,05/08/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-356.pdf
357,Julgado,DIREITO PREVIDENCIÁRIO,"""À luz da análise intertemporal do direito, definir se o auxílio-reclusão é devido quando requerido no regime semiaberto ou quando há progressão do regime fechado para o semiaberto com monitoramento eletrônico, em face da nova redação conferida ao art. 80 da Lei 8.213/1991 pela MP 871/2019, vigente desde 18.01.2019: Art. 80. O auxílio-reclusão, cumprida a carência prevista no inciso IV do caput do art. 25 desta Lei, será devido, nas condições da pensão por morte, aos dependentes do segurado de baixa renda recolhido à prisão em regime fechado que não receber remuneração da empresa nem estiver em gozo de auxílio-doença, de pensão por morte, de salário-maternidade, de aposentadoria ou de abono de permanência em serviço.""","O beneficio de auxílio-reclusão concedido para fatos geradores ocorridos antes de 18 de janeiro de 2019, data da vigência da MP nº 871, permanece mesmo na hipótese de progressão de regime fechado para o semiaberto (inclusive em caso de monitoramento eletrônico).",PEDILEF 5000345-04.2021.4.04.7013/PR,13/03/2024,Juiz Federal Giovani Bigolin,04/12/2024,10/12/2024,12/02/2025,outputs\runs\run-20260614T135519671765Z\data\themes\tema-357.pdf
358,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se, para fins de concessão de aposentadoria por idade urbana com DER após a EC 103/2019, permanece a necessidade de cumprimento do requisito da carência, particularmente para quem precisa usar a regra de transição do art. 18 da EC 103, ou se a regra de transição prevista no art. 18, da EC 103/19 não exige mais tal requisito (bastando ao beneficiário preencher, cumulativamente, os requisitos ""idade"" e ""tempo de contribuição""), de forma que as contribuições recolhidas em atraso pelo contribuinte individual possam ser computados como tempo de contribuição (ainda que este tenha perdido a qualidade de segurado).",1. Tempo de contribuição e carência são institutos distintos. 2. Carência condiz com contribuições tempestivas. 3. O art. 18 da EC 103/2019 não dispensa a carência para a concessão de aposentadoria.,PEDILEF 0500179-22.2022.4.05.8311/PE,13/03/2024,Juiz Federal Giovani Bigolin,16/10/2024,22/10/2024,29/11/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-358.pdf
359,Em julgamento,DIREITO PREVIDENCIÁRIO,"""Saber se no caso de não validação dos recolhimentos efetuados na condição de segurado facultativo de baixa renda (art. 21, §2º, II, 'b', da Lei 8.212/91) a posterior complementação das contribuições recolhidas a menor é apta para fins de manutenção da qualidade de segurado/cômputo de carência e concessão do benefício de incapacidade"".",,PEDILEF 5000045-33.2021.4.04.7210/SC,17/04/2024 16/10/2024 (ED),Juíza Federal Lilian Oliveira da Costa Tourinho,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-359.pdf
360,Em julgamento,DIREITO ADMINISTRATIVO,"""Definir se os beneficiários de imóveis adquiridos com recursos do Fundo de Arrendamento Residencial (FAR), no âmbito do Programa Minha Casa Minha Vida (PMCMV), até o marco temporal previsto na Portaria nº 168/2013 (08/07/2011), fazem jus ao revestimento cerâmico de piso em todas as áreas privativas da unidade habitacional ou, ao menos, ao ressarcimento dos gastos comprovadamente despendidos com a colocação às expensas do próprio adquirente"".",,PEDILEF 0010226-22.2016.4.01.3304/BA,17/04/2024,Juiz Federal Giovani Bigolin,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-360.pdf
361,Em Julgamento,DIREITO ADMINISTRATIVO,"Saber se o prazo máximo de 120 dias para requerer o seguro-desemprego, após a data da dispensa, aplica-se também aos trabalhadores domésticos, afastando assim a regra do art. 29 da Lei Complementar nº 150/2015.",,PEDILEF 1010849-94.2019.4.01.3100/PA,26/06/2024,Juiz Federal Leonardo Augusto de Almeida Aguiar,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-361.pdf
362,Julgado,DIREITO ADMINISTRATIVO,Saber se o pagamento da compensação financeira prevista na Lei 14.128/2021 é autoaplicável ou carece de regulamentação.,"A Lei 14.128/2021 possui caráter autoaplicável, prescindindo de regulamentação para assegurar o pagamento da compensação financeira no âmbito judicial, mediante requisição de pagamento.",PEDILEF 5013781-29.2023.4.02.5101/RJ,26/06/2024,Juiz Federal Paulo Roberto Parca de Pinho,06/11/2024,06/11/2024,11/12/2024,outputs\runs\run-20260614T135519671765Z\data\themes\tema-362.pdf
363,Julgado,DIREITO ADMINISTRATIVO,"Saber se há possibilidade (ou não) de recebimento simultâneo dos adicionais de tempo de serviço, nos termos da Medida Provisória nº 2.215-10/2001, e de compensação por disponibilidade militar, instituído pela Lei nº 13.954/2019.","Não é possível o recebimento simultâneo dos adicionais de tempo de serviço, nos termos da Medida Provisória nº 2.215-10/2001, e de compensação por disponibilidade militar, instituído pela Lei nº 13.954/2019, por expressa vedação legal.",PEDILEF 5003959-27.2020.4.02.5002/ES,26/06/2024,Juiz Federal Paulo Roberto Parca de Pinho,12/02/2025,13/02/2025,24/03/2025,outputs\runs\run-20260614T135519671765Z\data\themes\tema-363.pdf
364,Em Julgamento,DIREITO ADMINISTRATIVO,Definir se o auxílio-alimentação pago aos servidores públicos federais integra a base de cálculo do adicional de um terço de férias.,,PEDILEF 5004589.42-2022.4.04.7206/SC,07/08/2024,Juiz Federal Odilon Romano Neto,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-364.pdf
365,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Saber se é possível considerar o período de gozo de benefício por incapacidade temporária (auxílio-doença) intercalado para o cômputo das 120 (cento e vinte) contribuições necessárias à prorrogação do período de graça, previsto no art. 15, § 1º, da Lei nº 8.213/91.",,PEDILEF 0500120-68.2021.4.05.8311/PE,07/08/2024,Juíza Federal Lilian Oliveira da Costa Tourinho,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-365.pdf
366,Em Julgamento,DIREITO ADMINISTRATIVO,"Definir o prazo para requerer o pagamento de indenização decorrente da existência de vícios construtivos em imóvel adquirido no Programa Minha Casa, Minha Vida.",,PEDILEF 0004015-92.2021.4.03.6325/SP,07/08/2024,Juiz Federal João Cabrelon de Oliveira,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-366.pdf
367,Em Julgamento,DIREITO ADMINISTRATIVO,"Definir se para o regime próprio dos servidores públicos da união é possível a adoção do laudo administrativo que reconhece a existência de insalubridade/periculosidade em data anterior ao laudo pericial produzido em Juízo, a fim de determinar o termo inicial do pagamento do adicional de insalubridade/periculosidade.",,PEDILEF 5133265-09.2021.4.02.5101/RJ,07/08/2024,Juiz Federal Giovani Bigolin,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-367.pdf
368,Em Julgamento,DIREITO ADMINISTRATIVO,"Saber se o desemprego involuntário do estudante durante a contratualidade ou a proximidade da conclusão do curso justifica a imposição de aditamento contratual, com ampliação do prazo de financiamento estudantil.",,PEDILEF 5001345-16.2019.4.04.7108/RS,04/09/2024,Juiz Federal Giovani Bigolin,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-368.pdf
369,Em Julgamento,DIREITO PREVIDENCIÁRIO,"Quando o integrante do núcleo familiar auferir benefício de valor superior ao salário-mínimo, é possível, para fins de aplicação do parágrafo único do art. 34 da Lei 10.741/03 e do § 14 do art. 20 da Lei 8.742/93, que a renda familiar per capita seja calculada com a exclusão do valor equivalente ao salário-mínimo, considerando-se, na divisão pelo número de membros do grupo familiar, apenas o que exceder o valor do salário-mínimo?",,PEDILEF 0001882-94.2021.4.05.8500/SE,16/10/2024,Juiz Federal Fábio de Souza Silva,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-369.pdf
370,Em Julgamento,DIREITO ADMINISTRATIVO,"Determinar se, para fins de concessão de seguro-desemprego, a presunção relativa de percepção de renda pelo sócio de empresa somente pode ser afastada por prova material contemporânea à dispensa sem justa causa.",,PEDILEF 1056153-19.2020.4.01.3800/MG,16/10/2024,Juiz Federal Caio Moysés de Lima,,,,outputs\runs\run-20260614T135519671765Z\data\themes\tema-370.pdf
